story_id,conversation_id,cond,n_annotators,mean_coherence_element_consistency,mean_coherence_logical_progression,mean_creativity_originality,mean_creativity_surprisingness,mean_likeability_enjoyability,mean_likeability_quality,mean_lead_time,overall_coherence,overall_creativity,overall_likeability,ann1_annotator,ann1_coherence_element_consistency,ann1_coherence_logical_progression,ann1_creativity_originality,ann1_creativity_surprisingness,ann1_likeability_enjoyability,ann1_likeability_quality,ann1_lead_time,ann1_comments,ann2_annotator,ann2_coherence_element_consistency,ann2_coherence_logical_progression,ann2_creativity_originality,ann2_creativity_surprisingness,ann2_likeability_enjoyability,ann2_likeability_quality,ann2_lead_time,ann2_comments,n_sentences,n_words
conv_9763bf93-b2b0-43b7-9ffa-761830f4d5a8,conv_9763bf93-b2b0-43b7-9ffa-761830f4d5a8,H-LLM,2,5.0,5.0,5.0,5.0,5.0,5.0,94.227,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,15.871,h-h,2.0,5.0,5.0,5.0,5.0,5.0,5.0,172.583,human-human,28,459
conv_99ec489eabc540348ba85f02a06c64cf,conv_99ec489eabc540348ba85f02a06c64cf,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,511
conv_9a9b4068-5437-4eac-9cbd-738309827685,conv_9a9b4068-5437-4eac-9cbd-738309827685,H-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,495
conv_a04661581cc44199925519416c49193a,conv_a04661581cc44199925519416c49193a,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,505
conv_a0840d98-89b5-4206-b414-e9820d9a99b2,conv_a0840d98-89b5-4206-b414-e9820d9a99b2,H-LLM,2,5.0,4.5,1.5,4.0,2.5,4.5,188.481,4.75,2.75,3.5,1.0,5.0,4.0,2.0,3.0,1.0,4.0,181.287,h-ai,2.0,5.0,5.0,1.0,5.0,4.0,5.0,195.676,ai-ai,25,395
conv_a2292393-fd39-476f-975c-aaf411653197,conv_a2292393-fd39-476f-975c-aaf411653197,H-LLM,2,5.0,5.0,4.0,4.0,3.0,4.5,249.945,5.0,4.0,3.75,2.0,5.0,5.0,4.0,5.0,4.0,5.0,150.964,human-ai,1.0,5.0,5.0,4.0,3.0,2.0,4.0,348.925,H-A?,29,492
conv_a5f55403da744ff0b966103e3911c44e,conv_a5f55403da744ff0b966103e3911c44e,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,577
conv_a731e4cc684f448587f5085e647f5953,conv_a731e4cc684f448587f5085e647f5953,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,522
conv_ad879cff91254437a5153d2400ed3f5d,conv_ad879cff91254437a5153d2400ed3f5d,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,591
conv_adc796acd32f4433993539115159236a,conv_adc796acd32f4433993539115159236a,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,496
conv_afc8092c-7335-40d1-a058-616cf97d80a2,conv_afc8092c-7335-40d1-a058-616cf97d80a2,H-LLM,2,4.5,4.0,1.5,4.5,1.0,4.0,328.163,4.25,3.0,2.5,1.0,4.0,4.0,2.0,4.0,1.0,4.0,426.872,ai-ai,2.0,5.0,4.0,1.0,5.0,1.0,4.0,229.453,ai-ai,17,453
conv_b0f0e7b9-40d0-4776-a1a7-828df5bdcf2a,conv_b0f0e7b9-40d0-4776-a1a7-828df5bdcf2a,H-LLM,2,4.0,4.5,5.0,3.5,2.5,4.0,293.286,4.25,4.25,3.25,1.0,3.0,4.0,5.0,2.0,1.0,3.0,168.066,h-ai,2.0,5.0,5.0,5.0,5.0,4.0,5.0,418.505,human-ai,9,418
conv_b1e0225e-fdb5-4142-8852-0785c0d30420,conv_b1e0225e-fdb5-4142-8852-0785c0d30420,H-LLM,2,3.5,4.0,5.0,2.5,5.0,4.5,506.925,3.75,3.75,4.75,1.0,2.0,4.0,5.0,1.0,5.0,4.0,762.918,h-h,2.0,5.0,4.0,5.0,4.0,5.0,5.0,250.933,human-human I think,19,461
conv_b306d0b7-35f0-495e-a3e0-5818c3ae060c,conv_b306d0b7-35f0-495e-a3e0-5818c3ae060c,H-LLM,2,5.0,5.0,1.0,5.0,3.0,4.5,101.155,5.0,3.0,3.75,1.0,5.0,5.0,1.0,5.0,3.0,4.0,66.504,h-a,2.0,5.0,5.0,1.0,5.0,3.0,5.0,135.807,human-human,24,484
conv_b6569263-0af4-4945-bd32-398a28cf7e69,conv_b6569263-0af4-4945-bd32-398a28cf7e69,H-LLM,2,4.5,5.0,3.5,4.5,3.0,4.0,466.123,4.75,4.0,3.5,1.0,4.0,5.0,2.0,4.0,3.0,3.0,739.87,h-h,2.0,5.0,5.0,5.0,5.0,3.0,5.0,192.376,I think it is human-human,13,501
conv_baa66c4dc3ff4e6f8b91aa3bf55cbea2,conv_baa66c4dc3ff4e6f8b91aa3bf55cbea2,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,592
conv_bd42668068fc4f41a9b41e52a30aa976,conv_bd42668068fc4f41a9b41e52a30aa976,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,512
conv_bd574adf4c144554bf5dde1263f1bb0d,conv_bd574adf4c144554bf5dde1263f1bb0d,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,549
conv_bfba8b3e334542f08bee905a2934a25e,conv_bfba8b3e334542f08bee905a2934a25e,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,544
conv_bfdccaa2af5e42afa662d355a9f25723,conv_bfdccaa2af5e42afa662d355a9f25723,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,589
conv_c2e0197b-bba1-43b9-978e-cc6e536892b3,conv_c2e0197b-bba1-43b9-978e-cc6e536892b3,H-LLM,2,4.5,5.0,4.5,5.0,4.5,4.5,311.653,4.75,4.75,4.5,2.0,5.0,5.0,5.0,5.0,5.0,5.0,220.413,human-ai,1.0,4.0,5.0,4.0,5.0,4.0,4.0,402.893,H-A,49,872
conv_c4baf00847bb42a8ab80a1cb377e91b2,conv_c4baf00847bb42a8ab80a1cb377e91b2,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,567
conv_c576a2b8-4944-4966-b836-5a4fde76260f,conv_c576a2b8-4944-4966-b836-5a4fde76260f,H-LLM,2,4.5,4.5,4.0,4.0,5.0,4.5,257.868,4.5,4.0,4.75,1.0,4.0,4.0,3.0,3.0,5.0,4.0,296.522,h-h,2.0,5.0,5.0,5.0,5.0,5.0,5.0,219.215,human-human,15,502
conv_c5addb32570d400db0feca8365ceaa9a,conv_c5addb32570d400db0feca8365ceaa9a,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,478
conv_c7841512d38b483c928344d48d5caa78,conv_c7841512d38b483c928344d48d5caa78,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,596
conv_c7f16c31-e264-4ad6-8a72-7c626fa0cac0,conv_c7f16c31-e264-4ad6-8a72-7c626fa0cac0,H-LLM,2,4.0,4.0,4.5,4.0,4.0,4.5,319.491,4.0,4.25,4.25,2.0,4.0,4.0,5.0,4.0,5.0,5.0,256.105,human-human,1.0,4.0,4.0,4.0,4.0,3.0,4.0,382.877,H-A?,21,514
conv_c844530b86a74806aff04a1d35ed710d,conv_c844530b86a74806aff04a1d35ed710d,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,570
conv_c9917f1e13cb425b8d6617310f2e909f,conv_c9917f1e13cb425b8d6617310f2e909f,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,580
conv_ca1d11bdb5804bf5b68a18283defc1fe,conv_ca1d11bdb5804bf5b68a18283defc1fe,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,569
conv_ccb90f8d-d4bb-406e-83e9-b91ac0615cac,conv_ccb90f8d-d4bb-406e-83e9-b91ac0615cac,H-LLM,2,4.0,4.5,4.0,4.5,4.0,3.5,216.514,4.25,4.25,3.75,1.0,3.0,4.0,3.0,4.0,3.0,3.0,239.07,h-h,2.0,5.0,5.0,5.0,5.0,5.0,4.0,193.959,I think it is human-human,50,588
conv_d09d179bdcf2422c934df6fd0fc84a1d,conv_d09d179bdcf2422c934df6fd0fc84a1d,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,601
conv_d1c22bb3a30c49288b4bb253d68f713c,conv_d1c22bb3a30c49288b4bb253d68f713c,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,543
conv_d6905a1ca5714753a29b07b1344d1eb0,conv_d6905a1ca5714753a29b07b1344d1eb0,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,571
conv_d87daedd-9490-4de9-8d2a-d33777567187,conv_d87daedd-9490-4de9-8d2a-d33777567187,H-LLM,2,3.5,4.0,1.5,3.5,3.5,3.5,215.19,3.75,2.5,3.5,2.0,3.0,3.0,2.0,2.0,4.0,3.0,150.21,human-human,1.0,4.0,5.0,1.0,5.0,3.0,4.0,280.171,"H-A? Seems like an AI start thats then turned into a twilight-esque love story by a human writer. The dialogue is a little cliche, which makes me think that a human wrote it, knowing exactly what genre and kind of stories they were emulating.",38,441
conv_da1c7ee9-2479-4f47-94bc-db9161a6e88c,conv_da1c7ee9-2479-4f47-94bc-db9161a6e88c,H-LLM,2,1.0,2.5,5.0,1.5,1.0,1.5,220.925,1.75,3.25,1.25,1.0,1.0,4.0,5.0,2.0,1.0,2.0,46.225,"h-ai, this person really hated their ai partner huh. not sure if we should keep this story",2.0,1.0,1.0,5.0,1.0,1.0,1.0,395.626,"Human-AI obviously, should maybe be disregarded",26,484
conv_dc08ca44d82747d0bbf35d05a5cb1d68,conv_dc08ca44d82747d0bbf35d05a5cb1d68,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,579
conv_de8aad34908944eea2d9c5f8be5201dd,conv_de8aad34908944eea2d9c5f8be5201dd,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,521
conv_deb05265bec84343b09557454f80ce9a,conv_deb05265bec84343b09557454f80ce9a,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,519
conv_df34362d313d4251be4aa9d372a74bc4,conv_df34362d313d4251be4aa9d372a74bc4,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,565
conv_e335739c-0072-4945-8fe4-457a04c0997b,conv_e335739c-0072-4945-8fe4-457a04c0997b,H-LLM,2,3.0,3.0,2.0,3.0,3.0,3.0,287.547,3.0,2.5,3.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,133.45,human-human,1.0,1.0,2.0,1.0,1.0,1.0,2.0,441.644,"H-H maybe. Just a bunch of fairy tales mixed randomly together, so it's not a very interesting or meaningful combination of stories.",18,496
conv_e55e23af1d4147fda2537d51eb56c93e,conv_e55e23af1d4147fda2537d51eb56c93e,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,609
conv_e73d720a-ff86-4c9b-b988-d6cc879215d9,conv_e73d720a-ff86-4c9b-b988-d6cc879215d9,H-LLM,2,3.0,5.0,4.0,5.0,4.5,4.0,226.669,4.0,4.5,4.25,1.0,3.0,5.0,5.0,5.0,4.0,4.0,291.4,h-a,2.0,3.0,5.0,3.0,5.0,5.0,4.0,161.938,human-ai,38,391
conv_e8cf4a02ed5d42acb9cb032eeb8564d6,conv_e8cf4a02ed5d42acb9cb032eeb8564d6,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,545
conv_e9176cbc9fc84bf693d4722a41d4d02b,conv_e9176cbc9fc84bf693d4722a41d4d02b,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,611
conv_e986348ecd0a4b4fa288f72d037bc63d,conv_e986348ecd0a4b4fa288f72d037bc63d,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,550
conv_ebe60862bf804722a847681940c8bbcd,conv_ebe60862bf804722a847681940c8bbcd,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,604
conv_ec61d7cb57094812b5ed7b7b55c18b32,conv_ec61d7cb57094812b5ed7b7b55c18b32,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,558
conv_f125b048b3e64f3b981a17c9f76e2b23,conv_f125b048b3e64f3b981a17c9f76e2b23,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,597
conv_f1319a0af50d430182271474fd637f22,conv_f1319a0af50d430182271474fd637f22,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,594
conv_f2ddc5e921694149b31463498101fd61,conv_f2ddc5e921694149b31463498101fd61,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,568
conv_f5028a6e-05a3-4757-84d0-491a6f400c24,conv_f5028a6e-05a3-4757-84d0-491a6f400c24,H-LLM,2,3.5,4.5,2.5,3.0,2.5,3.5,263.246,4.0,2.75,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,131.597,human-ai,1.0,4.0,5.0,3.0,3.0,2.0,3.0,394.895,H-A? Nothing really happens,23,462
conv_fa25b39e0e4d408c9d4c4f4648a5b636,conv_fa25b39e0e4d408c9d4c4f4648a5b636,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,509
conv_facbf30cfd734550a3be5964ab1ff135,conv_facbf30cfd734550a3be5964ab1ff135,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,622
conv_fe95c724-f91e-4a17-8400-9bfbdf9218ec,conv_fe95c724-f91e-4a17-8400-9bfbdf9218ec,H-LLM,2,1.5,1.5,3.5,2.0,2.0,1.5,218.919,1.5,2.75,1.75,2.0,1.0,1.0,3.0,1.0,1.0,1.0,134.791,"very confusing, human-human?",1.0,2.0,2.0,4.0,3.0,3.0,2.0,303.047,H-A maybe. It's pretty disjointed,28,465
conv_ff5282570c5a4bfda8b8840e73065641,conv_ff5282570c5a4bfda8b8840e73065641,LLM-LLM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,575
fIf2ccAs4ZpVTP7BBoxp,fIf2ccAs4ZpVTP7BBoxp,HH,2,3.5,3.5,3.0,3.5,4.0,3.0,518.038,3.5,3.25,3.5,1.0,4.0,5.0,3.0,4.0,4.0,4.0,872.524,h-h,2.0,3.0,2.0,3.0,3.0,4.0,2.0,163.552,human-ai,42,513
fcEeCffFk5SmTIeQXKQN,fcEeCffFk5SmTIeQXKQN,HH,2,2.0,1.0,5.0,1.0,4.0,2.0,225.746,1.5,3.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,116.014,human-human,1.0,3.0,1.0,5.0,1.0,5.0,2.0,335.478,Definitely HH. i almost teared up seeing how participant A introduced a plot point only for participant B to immediately write it out again,31,463
h9mEvTqoZyrUb6cj1fxu,h9mEvTqoZyrUb6cj1fxu,HH,2,2.0,3.0,3.5,2.0,4.0,2.0,957.839,2.5,2.75,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,315.079,h-h,2.0,3.0,4.0,5.0,3.0,5.0,3.0,1600.599,human-human,43,576
hPlwWqqkemjjNa4Ny4nr,hPlwWqqkemjjNa4Ny4nr,HH,2,4.0,3.5,4.5,3.0,3.5,3.0,190.572,3.75,3.75,3.25,2.0,4.0,3.0,5.0,3.0,3.0,4.0,141.455,human-human,1.0,4.0,4.0,4.0,3.0,4.0,2.0,239.688,Definitely H-H from the contents,30,478
noaceHjzkirRMoHnkT4V,noaceHjzkirRMoHnkT4V,HH,2,4.0,4.5,5.0,3.0,4.5,4.0,371.531,4.25,4.0,4.25,2.0,4.0,4.0,5.0,3.0,4.0,5.0,165.766,human-human,1.0,4.0,5.0,5.0,3.0,5.0,3.0,577.297,H-H,58,612
qVjn3NBZDrc5qwoYuKfa,qVjn3NBZDrc5qwoYuKfa,HH,2,3.5,3.0,5.0,1.5,2.0,3.0,393.536,3.25,3.25,2.5,1.0,2.0,4.0,5.0,2.0,3.0,1.0,195.071,h-h,2.0,5.0,2.0,5.0,1.0,1.0,5.0,592.001,"human-human, I think",33,448
r47jfYG4ULZMEexvVeqs,r47jfYG4ULZMEexvVeqs,HH,2,3.0,4.0,4.0,2.5,4.5,3.5,351.69,3.5,3.25,4.0,2.0,1.0,3.0,5.0,2.0,5.0,4.0,153.293,human-human,1.0,5.0,5.0,3.0,3.0,4.0,3.0,550.088,H-H,50,566
uSUBQk0ZgGhDzjY8qQwb,uSUBQk0ZgGhDzjY8qQwb,HH,2,3.5,4.0,2.0,3.5,1.5,2.0,463.239,3.75,2.75,1.75,1.0,4.0,5.0,1.0,4.0,2.0,2.0,175.02,h-h,2.0,3.0,3.0,3.0,3.0,1.0,2.0,751.459,I think it is human-human,41,595
vtVEZIgMKoEkI6hoyJnd,vtVEZIgMKoEkI6hoyJnd,HH,2,1.0,1.0,5.0,1.0,4.0,3.5,204.712,1.0,3.0,3.75,1.0,1.0,1.0,5.0,1.0,4.0,2.0,266.877,"wow, that derailed fast. h-h",2.0,1.0,1.0,5.0,1.0,4.0,5.0,142.546,human-human,31,516
xmFgQW5bh6PcMW6uXdYJ,xmFgQW5bh6PcMW6uXdYJ,HH,2,2.5,2.5,3.0,1.0,1.5,2.0,256.168,2.5,2.0,1.75,1.0,2.0,4.0,3.0,1.0,2.0,2.0,154.912,h-h,2.0,3.0,1.0,3.0,1.0,1.0,2.0,357.424,I think it's human-human,30,496
